sim2sim_base_euler_roll,sim2sim_base_euler_pitch,sim2sim_base_euler_yaw,sim2sim_dof_pos_0,sim2sim_dof_pos_1,sim2sim_dof_pos_2,sim2sim_dof_pos_3,sim2sim_dof_pos_4,sim2sim_dof_pos_5,sim2sim_dof_pos_6,sim2sim_dof_pos_7,sim2sim_dof_pos_8,sim2sim_dof_pos_9,sim2sim_dof_pos_10,sim2sim_dof_pos_11,sim2sim_target_dof_pos_0,sim2sim_target_dof_pos_1,sim2sim_target_dof_pos_2,sim2sim_target_dof_pos_3,sim2sim_target_dof_pos_4,sim2sim_target_dof_pos_5,sim2sim_target_dof_pos_6,sim2sim_target_dof_pos_7,sim2sim_target_dof_pos_8,sim2sim_target_dof_pos_9,sim2sim_target_dof_pos_10,sim2sim_target_dof_pos_11
-1.967283559882326e-05,0.0013089874472836654,0.0004212992369926547,1.92401807066383e-21,3.8174704820590875e-22,6.69150667464187e-21,4.100979070236465e-20,-7.032082979514087e-20,-1.3808884113012468e-19,-2.6499822193597153e-20,-1.955086268211538e-20,8.30558405262149e-21,8.364008331118709e-20,-7.032082979514087e-20,2.5270966353793044e-19,-0.06848941743373871,0.056531500071287155,-0.06602940708398819,-0.15640570223331451,0.07282394915819168,0.18319246172904968,0.06418780237436295,-0.04798064008355141,0.00013105187099426985,-0.06117469444870949,-0.17047972977161407,-0.0024645638186484575
-0.0010167712021022812,0.010485044479224015,0.0295819360521934,0.006827320328227847,-0.005315553049086153,-0.04336155022978232,-0.05929118991914031,0.04140734778627745,0.0012833929085794733,0.012949743728034197,-0.006936487264505675,-0.030438495809248303,-0.01409948907631583,-0.054098498780876525,0.0005013655441604933,0.1093040332198143,0.06999388337135315,-0.02314073033630848,-0.07581645995378494,0.0861378088593483,0.14138418436050415,-0.010828572325408459,-0.027532819658517838,-0.010735909454524517,0.17362363636493683,-0.1921108365058899,-0.03722177818417549
0.011734119990051637,-0.008733035363358262,0.022727891917769794,0.05340809293015845,-0.015613630752524322,-0.03252972432271706,-0.08875638725423109,0.04471126588733922,0.0006687791206343894,-0.007572690319600524,-0.017902931117987707,-0.014096138020481251,0.11471615285590145,-0.14328247150288365,-0.0103671533234784,0.004863016307353973,0.08524622768163681,-0.04600006341934204,-0.1843850463628769,0.08900647610425949,0.18367840349674225,0.003922310657799244,-0.03416259586811066,-0.0268306415528059,0.22749914228916168,-0.1832640916109085,-0.023086268454790115
0.01915539468192839,-0.015372949011349335,0.026253948150601277,0.06917985493160846,-0.02230328804762074,-0.03575817687891988,-0.10148929239657789,0.046548279708234414,-0.0004767182628270203,-0.018690190089303647,-0.028356168614490578,-0.026753581545078897,0.19261753044186486,-0.16563078917008567,-0.01393016639271055,0.17724008858203888,0.08410517126321793,-0.042759090662002563,-0.0896582081913948,0.12118188291788101,0.20970292389392853,-0.054051678627729416,-0.01897634193301201,-0.026568623259663582,0.26126042008399963,-0.21936260163784027,-0.029566431418061256
0.027324078946333864,-0.02569039644830966,0.019435830737812833,0.09993244726319758,-0.022769852624276374,-0.02769070217230188,-0.11529104403386048,0.04254668370373253,-0.001954344977090097,-0.013543746571670437,-0.026777419001847567,-0.020809965104768513,0.2487035723245719,-0.19305441666596992,-0.019161437971849566,0.08513807505369186,0.06273949146270752,-0.025704240426421165,-0.16350539028644562,0.11652571707963943,0.11130918562412262,-0.054318953305482864,-0.008975054137408733,-0.068295419216156,0.27329057455062866,-0.16746824979782104,-0.014421842992305756
0.0333590428133534,-0.01743142097194903,0.009824131799133993,0.09907462407202969,-0.016312568586915217,-0.019121249629964948,-0.12742454137728626,0.04414297965813546,-0.01605256870868569,-0.033973436259664355,-0.02672928494666597,-0.05211138525858568,0.2715410092612621,-0.17142571253117656,-0.018675227941463996,0.17595639824867249,0.0836225226521492,-0.03452382981777191,-0.1485784947872162,0.12192947417497635,0.17615053057670593,-0.07505953311920166,0.0006823884323239326,-0.056101396679878235,0.3120966851711273,-0.2027823030948639,-0.0592133067548275
0.04684491286283251,-0.01400934773661864,-0.007522050958400987,0.11994718112579072,-0.01372603542006539,-0.0028115992013156422,-0.15331683314762296,0.047040320065923596,-0.024610389045220556,-0.04540996996302632,-0.016656160372148655,-0.052969635919138926,0.2945544667696269,-0.1847861194200491,-0.03098730566693821,0.12103065848350525,0.07326561212539673,0.01362653449177742,-0.15855970978736877,0.1386616826057434,0.08681132644414902,-0.11766894161701202,-0.009831835515797138,-0.09081003814935684,0.27609020471572876,-0.10870565474033356,-0.012021200731396675
0.056292607466205825,0.0052390046847333276,-0.020779107107993015,0.10759834286977682,-0.004681022698664875,0.011077737207974031,-0.16147064385153992,0.04817759241147431,-0.04592522752058899,-0.07853224905259101,-0.007827619633600992,-0.08061615991376116,0.29173732190616114,-0.13142140643514183,-0.025564086853889324,0.1486433446407318,0.06919208914041519,-0.021792693063616753,-0.19018064439296722,0.10647635906934738,0.09379057586193085,-0.07054847478866577,0.01497314590960741,-0.06741882860660553,0.24898791313171387,-0.14944131672382355,-0.031196655705571175
0.07614939041890559,0.00786701346748889,-0.028313335354380853,0.12092954393886209,-0.005991342399172206,0.0174848870877539,-0.18019440431682537,0.05227407142588164,-0.06276187082742624,-0.06613969284954921,0.004229938980594002,-0.07429601240720521,0.24788849112854416,-0.13727541690465775,-0.027061436137265308,0.14478909969329834,0.06404286623001099,0.027156371623277664,-0.17814987897872925,0.11073901504278183,0.06579224765300751,-0.10163498669862747,0.0028547337278723717,-0.0808456763625145,0.16625036299228668,-0.07082195580005646,-0.0127317626029253
0.09335273835249148,0.02032630908008908,-0.035022568984963025,0.11376135039093065,-0.0017805181732547899,0.02520277762027688,-0.18568166768149652,0.052587293303192784,-0.07780908863137617,-0.06195500353002243,0.01974905443291103,-0.06934942521645643,0.20775515879669632,-0.14624391210203663,-0.06148637963772965,0.09435590356588364,0.022339850664138794,0.030097583308815956,-0.23997965455055237,-0.0045400820672512054,-0.03403756767511368,0.006507747806608677,-0.044546548277139664,-0.019876891747117043,0.04091309756040573,0.0113673135638237,-0.07511657476425171
0.0966426599362101,0.038329619383876724,-0.04847984153274615,0.11481147913066102,0.012968260952502544,0.04094527144085616,-0.20645226726111487,0.04121512824054106,-0.07897589432801574,-0.02766057413715749,0.048537815115326205,-0.05373785941522264,0.10358967148797597,-0.12453893470267934,-0.11877659761468193,0.04420067369937897,0.02829594910144806,0.0486256405711174,-0.12006273865699768,-0.07667160034179688,0.013721469789743423,0.05163058266043663,-0.0726538598537445,0.0014013437321409583,-0.05714661255478859,-0.027533626183867455,-0.10761996358633041
0.09103239923819226,0.05024098262014388,-0.045097600891271454,0.08080707148588141,0.02366538537807659,0.04647310250824668,-0.1430752733582317,-0.02720983872027619,-0.05180097789356848,0.005871779411529122,0.06842893470027314,-0.05745216496960837,0.016693054460465775,-0.0816085624169899,-0.1580599255224204,-0.015368552878499031,0.037972498685121536,0.04344026744365692,0.0071204667910933495,-0.11347777396440506,0.001373032107949257,0.03369031846523285,-0.06685274094343185,-0.0009442107984796166,-0.09920860826969147,0.015982137992978096,-0.11425858736038208
0.09320700091171918,0.06628251951237044,-0.046758622559503846,0.01657900864512767,0.01808721293217178,0.04901494815516956,-0.032911870320566194,-0.07835138242237978,-0.036829527445045106,0.018719344794068813,0.06990152178540587,-0.05274296705588753,-0.04297527503965799,-0.05076585266996618,-0.16539934641129833,-0.08454224467277527,0.016931375488638878,0.05720357596874237,0.036746129393577576,-0.16003918647766113,0.007029132917523384,0.09637856483459473,-0.0483836866915226,0.017270395532250404,-0.12784640491008759,0.0049398597329854965,-0.1365261822938919
0.09634488079720883,0.077623917816731,-0.05661960310593635,-0.019555116191105493,0.004693276284937328,0.05701257203883553,0.03484810522430478,-0.1237447973395151,-0.024339841314621562,0.038314153006457366,0.06426237741643659,-0.037414224889258496,-0.09766744210136524,-0.02414899094154072,-0.16210053185168471,-0.11973720043897629,0.022820455953478813,0.10192468017339706,0.11286179721355438,-0.13111084699630737,0.02397107519209385,0.08080968260765076,-0.0518704354763031,0.011925053782761097,-0.14164304733276367,0.05338609963655472,-0.11356783658266068
0.10113203133029189,0.09430760347734815,-0.0674323760978646,-0.0713915558792803,-0.003075462316972457,0.09575144137412203,0.10100705606962276,-0.12544906986279306,-0.011104455427844065,0.04162911383887733,0.05366985267469756,-0.021868852415013514,-0.13369383929450593,-0.0055426339310950335,-0.15329087572548694,-0.1399710476398468,0.008927575312554836,0.1148768737912178,0.1497533917427063,-0.19056406617164612,0.030169444158673286,0.11437447369098663,-0.07779631018638611,0.045861098915338516,-0.14449332654476166,0.04156678169965744,-0.08904454112052917
0.10473595117150974,0.09247710135632756,-0.085313904306733,-0.09264075971588237,-0.014513975273684608,0.11658355909390179,0.14525360285119257,-0.160408100445521,0.00011744613588555948,0.0571067805052005,0.04068375791919612,-0.0022945576745487415,-0.14802325457837184,-0.002621521008027549,-0.14196044416249376,-0.20353439450263977,0.0076184021309018135,0.13636814057826996,0.24158357083797455,-0.16808781027793884,0.057796135544776917,0.10094140470027924,-0.0483427532017231,0.021610422059893608,-0.08611270785331726,0.04260772466659546,-0.05169123038649559
0.10362697500174273,0.09239272969260413,-0.09345168423579153,-0.14793307127715885,-0.016289229400833098,0.13475352581521508,0.22888761822641276,-0.16279359164975715,0.016123321896593712,0.05122007597651635,0.030685917478675707,0.0062654865856607775,-0.12185550238746044,-0.02046457027397972,-0.1297841950127776,-0.17684942483901978,-0.0016687018796801567,0.12367846816778183,0.22016437351703644,-0.1722368597984314,0.03110438771545887,0.10971879959106445,-0.0703987330198288,0.054095298051834106,-0.06083383038640022,0.021038949489593506,0.0063102226704359055
0.103250546189518,0.07110054343312053,-0.11108329552061709,-0.14449915646354597,-0.026085598248558446,0.13386005859178324,0.23269709809413947,-0.16363815946037102,0.01939794438936372,0.06579426223996145,0.018586263297283804,0.02263217899901533,-0.08593590322884001,-0.04715801158850329,-0.11371636029276241,-0.1950151026248932,-0.011566380970180035,0.1408100724220276,0.25221556425094604,-0.15350928902626038,0.08074469864368439,0.09824042022228241,-0.06066397577524185,0.039535682648420334,-0.028191134333610535,0.02962404675781727,0.007572432979941368
0.0874772723554312,0.056525768723444135,-0.12475222510547364,-0.16530048101917708,-0.018585581304082624,0.1369869069742719,0.24867068362073091,-0.1523560422284876,0.03722717957415851,0.06991008589736801,0.018679031216584114,0.03382926521053778,-0.05138161961222036,-0.07037792911435532,-0.09754779396573204,-0.16660931706428528,-0.016159463673830032,0.12215453386306763,0.21610820293426514,-0.13105016946792603,0.05902957171201706,0.08748215436935425,-0.06088985130190849,0.04744422063231468,-0.036583203822374344,0.014496341347694397,0.05177861079573631
