train_base_euler_roll,train_base_euler_pitch,train_base_euler_yaw,train_dof_pos_0,train_target_dof_pos_0,train_dof_pos_1,train_target_dof_pos_1,train_dof_pos_2,train_target_dof_pos_2,train_dof_pos_3,train_target_dof_pos_3,train_dof_pos_4,train_target_dof_pos_4,train_dof_pos_5,train_target_dof_pos_5,train_dof_pos_6,train_target_dof_pos_6,train_dof_pos_7,train_target_dof_pos_7,train_dof_pos_8,train_target_dof_pos_8,train_dof_pos_9,train_target_dof_pos_9,train_dof_pos_10,train_target_dof_pos_10,train_dof_pos_11,train_target_dof_pos_11
-0.00850820541381836,-0.04494142532348633,0.06519725173711777,0.03499818593263626,0.02510940656065941,0.014294077642261982,0.01799798011779785,-0.00987923238426447,-0.04797409474849701,0.026084162294864655,0.03405463322997093,0.008236181922256947,0.021177511662244797,0.013121777214109898,0.01681380346417427,-0.04000934585928917,-0.01773158088326454,0.04801683500409126,-0.041182659566402435,-0.044170524924993515,0.007690070196986198,0.009256361983716488,0.032175932079553604,0.01837245374917984,0.028507964685559273,-0.04815130680799484,-0.01979934051632881
-0.007555961608886719,-0.05136871337890625,0.10541222989559174,0.038594309240579605,-0.025492072105407715,0.0024714486207813025,0.03258787468075752,-0.018933456391096115,0.17847606539726257,0.025068949908018112,0.0146841611713171,-0.012582708150148392,0.008881662972271442,0.005761264823377132,0.026085112243890762,-0.03483521193265915,-0.004102297592908144,0.0269575584679842,-0.037230849266052246,-0.0701536014676094,-0.035528652369976044,0.025603223592042923,-0.024430712684988976,0.04721479117870331,-0.018710244446992874,-0.033134449273347855,-0.0649908259510994
-0.00032138824462890625,-0.056192874908447266,0.10416341572999954,0.041586775332689285,-0.019918225705623627,-0.009607203304767609,0.025482863187789917,-0.01416345126926899,0.04235079512000084,0.04160170629620552,0.005094559397548437,-0.02686966024339199,-0.005847858730703592,0.0058653694577515125,0.046866606920957565,-0.041067447513341904,-0.013532610610127449,0.01461472176015377,-0.023824412375688553,-0.06563024967908859,0.10039494931697845,0.05532132089138031,0.0013194140046834946,0.04048291593790054,-0.020581014454364777,-0.035669706761837006,-0.037829168140888214
-0.0036067962646484375,-0.04720783233642578,0.08804208040237427,0.04253292828798294,-0.025547489523887634,-0.007631722372025251,-0.010484499856829643,0.002078734105452895,-0.06019393727183342,0.0431060716509819,0.007589959539473057,-0.03844558075070381,-0.0010633107740432024,0.011492783203721046,-0.011842302046716213,-0.047405656427145004,0.00015089847147464752,0.018107915297150612,-0.005222085863351822,-0.04949835687875748,0.09547418355941772,0.052247609943151474,0.027540871873497963,0.041368644684553146,-0.002102036029100418,-0.030121024698019028,-0.02485198900103569
-0.006489753723144531,-0.03352785110473633,0.08173737674951553,0.03906118497252464,0.02104867249727249,-0.00960062351077795,0.014339592307806015,0.009037444368004799,-0.055745817720890045,0.039039961993694305,0.01735539361834526,-0.044684998691082,0.021936630830168724,0.017916057258844376,-0.0036808252334594727,-0.052546873688697815,-0.028523635119199753,0.01701345294713974,-0.02974819950759411,-0.042089760303497314,0.011553733609616756,0.04423303157091141,0.031529299914836884,0.04117982089519501,0.030349746346473694,-0.023411614820361137,-0.02730337716639042
-0.008408546447753906,-0.021474361419677734,0.08372265100479126,0.035196173936128616,0.020248308777809143,-0.014706137590110302,0.032600827515125275,0.008092102594673634,0.060253191739320755,0.03528312221169472,0.030178705230355263,-0.049138106405735016,0.03511703386902809,0.024534106254577637,-0.026160862296819687,-0.054231900721788406,-0.03381819650530815,0.012081089429557323,-0.03764929622411728,-0.0422465018928051,-0.05700387805700302,0.038576506078243256,0.028080180287361145,0.036728616803884506,0.05065494775772095,-0.01654997654259205,-0.04675302281975746
-0.009495735168457031,-0.011545658111572266,0.08692900091409683,0.03210083022713661,0.019501138478517532,-0.020355023443698883,0.014957432635128498,0.005930769722908735,-0.029441481456160545,0.032729197293519974,0.025876503437757492,-0.053363680839538574,0.016313355416059494,0.030616797506809235,0.01864813081920147,-0.05544748157262802,-0.05497602000832558,0.006437818985432386,-0.04063288867473602,-0.04361652210354805,0.02243892289698124,0.03617975115776062,0.023347141221165657,0.03065633215010166,0.04543547332286835,-0.010203557088971138,-0.026241904124617577
-0.009659290313720703,-0.0033516883850097656,0.08965055644512177,0.03075714223086834,0.02188543975353241,-0.026284165680408478,-0.0028785178437829018,0.0042531732469797134,-0.06989771127700806,0.029235096648335457,0.018436001613736153,-0.05665004998445511,0.008199469186365604,0.036188770085573196,0.03426431491971016,-0.05652952194213867,-0.04462835192680359,0.0005153529928065836,-0.012951197102665901,-0.044509705156087875,0.049087997525930405,0.035576608031988144,0.025402162224054337,0.02438148483633995,0.03940347582101822,-0.004426037892699242,-0.016153229400515556
-0.010454177856445312,0.0033833307679742575,0.09152261167764664,0.02966400235891342,0.027162734419107437,-0.030576447024941444,0.020716678351163864,0.0030638768803328276,-0.027178948745131493,0.027032621204853058,0.02169318124651909,-0.06003396213054657,0.022168051451444626,0.040915366262197495,0.02596886456012726,-0.056624967604875565,-0.016416333615779877,-0.0037273226771503687,-0.016235044226050377,-0.0451185442507267,0.017710980027914047,0.03367162495851517,0.02134179137647152,0.01988498866558075,0.02913515456020832,0.0005145777831785381,-0.05362752452492714
-0.011813640594482422,0.007061672862619162,0.09110701829195023,0.030682718381285667,0.023149855434894562,-0.03272365778684616,0.020012328401207924,0.003755271667614579,-0.08095305413007736,0.02684241160750389,0.02038177102804184,-0.06455878913402557,0.012268719263374805,0.044532231986522675,0.01725013554096222,-0.05504249408841133,-0.023065276443958282,-0.005677542649209499,0.014285417273640633,-0.0440807081758976,0.08929860591888428,0.03188679739832878,0.03365673869848251,0.01654709316790104,0.021539796143770218,0.004279261454939842,-0.03264519199728966
